Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m [2020-11-06 05:39:21,752] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog finished:false header:: 1251,4  replyHeader:: 1251,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{200,200,1604640491462,1604640491462,0,0,0,0,287,0,200}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,753] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 1252,4  replyHeader:: 1252,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{342,342,1604640493831,1604640493831,0,0,0,0,294,0,342}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,754] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog finished:false header:: 1253,4  replyHeader:: 1253,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a223630353636343030303030222c22726574656e74696f6e2e6d73223a223630353636343030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{158,158,1604640490738,1604640490738,0,0,0,0,298,0,158}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,755] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog finished:false header:: 1254,4  replyHeader:: 1254,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{336,336,1604640493750,1604640493750,0,0,0,0,287,0,336}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,756] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-metrics serverPath:/config/topics/_confluent-metrics finished:false header:: 1255,4  replyHeader:: 1255,488,0  request:: '/config/topics/_confluent-metrics,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c22726574656e74696f6e2e6d73223a22323539323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c226d61782e6d6573736167652e6279746573223a223130343835373630222c22636c65616e75702e706f6c696379223a2264656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{236,236,1604640492175,1604640492175,0,0,0,0,255,0,236}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,757] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-THREE_HOURS-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-THREE_HOURS-changelog finished:false header:: 1256,4  replyHeader:: 1256,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-THREE_HOURS-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a223630353636343030303030222c22726574656e74696f6e2e6d73223a223630353636343030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{384,384,1604640494493,1604640494493,0,0,0,0,298,0,384}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,759] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog finished:false header:: 1257,4  replyHeader:: 1257,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a223630353636343030303030222c22726574656e74696f6e2e6d73223a223630353636343030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{224,224,1604640491958,1604640491958,0,0,0,0,298,0,224}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,760] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey finished:false header:: 1258,4  replyHeader:: 1258,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a224c6f67417070656e6454696d65222c22726574656e74696f6e2e6d73223a22363034383030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a2264656c657465222c22726574656e74696f6e2e6279746573223a222d31227d7d,s{176,176,1604640491099,1604640491099,0,0,0,0,167,0,176}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,761] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 1259,4  replyHeader:: 1259,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{170,170,1604640490933,1604640490933,0,0,0,0,294,0,170}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,762] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog finished:false header:: 1260,4  replyHeader:: 1260,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{182,182,1604640491171,1604640491171,0,0,0,0,294,0,182}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,763] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog finished:false header:: 1261,4  replyHeader:: 1261,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{288,288,1604640492920,1604640492920,0,0,0,0,294,0,288}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:21,764] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog finished:false header:: 1262,4  replyHeader:: 1262,488,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22363931323030303030222c22726574656e74696f6e2e6d73223a22363931323030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d70616374222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{212,212,1604640491767,1604640491767,0,0,0,0,287,0,212}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:23,766] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:25,767] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 0ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:27,769] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:29,774] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:31,777] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:32,013] DEBUG Begin publishing metrics (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,048] DEBUG Produced metrics message of size 53234 with offset 175 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,048] DEBUG Produced metrics message of size 1580 with offset 176 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,048] DEBUG Produced metrics message of size 3927 with offset 177 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,048] DEBUG Produced metrics message of size 2516 with offset 178 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,048] DEBUG Produced metrics message of size 1763 with offset 176 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3566 with offset 177 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3539 with offset 178 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1891 with offset 175 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 15250 with offset 176 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1807 with offset 177 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2189 with offset 175 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1778 with offset 176 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2427 with offset 177 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2175 with offset 178 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 87 with offset 175 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1863 with offset 176 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2413 with offset 177 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3380 with offset 178 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1014 with offset 175 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1778 with offset 176 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1919 with offset 177 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2006 with offset 178 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1258 with offset 176 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3569 with offset 177 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2985 with offset 178 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3901 with offset 176 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3709 with offset 177 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2110 with offset 175 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1935 with offset 176 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1905 with offset 177 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3455 with offset 178 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3668 with offset 175 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3613 with offset 176 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3615 with offset 177 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2217 with offset 178 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 7164 with offset 175 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1792 with offset 176 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2164 with offset 177 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3591 with offset 178 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 3704 with offset 176 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 1992 with offset 177 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,049] DEBUG Produced metrics message of size 2203 with offset 178 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,546] DEBUG Produced metrics message of size 3354 with offset 179 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,546] DEBUG Produced metrics message of size 59373 with offset 178 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,546] DEBUG Produced metrics message of size 3433 with offset 179 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,546] DEBUG Produced metrics message of size 31617 with offset 178 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,546] DEBUG Produced metrics message of size 2583 with offset 179 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:32,976] INFO [GroupCoordinator 1]: Preparing to rebalance group rangingtool_ipm_consumer_grp_dev with old generation 35 (__consumer_offsets-2) (kafka.coordinator.group.GroupCoordinator)
[36mbroker_1                |[0m [2020-11-06 05:39:32,976] INFO [GroupCoordinator 1]: Group rangingtool_ipm_consumer_grp_dev with generation 36 is now empty (__consumer_offsets-2) (kafka.coordinator.group.GroupCoordinator)
[36mbroker_1                |[0m [2020-11-06 05:39:32,978] DEBUG [SocketServer brokerId=1] Connection with /192.168.144.8 disconnected (org.apache.kafka.common.network.Selector)
[36mbroker_1                |[0m java.io.EOFException
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.NetworkReceive.readFrom(NetworkReceive.java:96)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.KafkaChannel.receive(KafkaChannel.java:344)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.KafkaChannel.read(KafkaChannel.java:305)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.Selector.attemptRead(Selector.java:560)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.Selector.pollSelectionKeys(Selector.java:496)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.Selector.poll(Selector.java:425)
[36mbroker_1                |[0m 	at kafka.network.Processor.poll(SocketServer.scala:678)
[36mbroker_1                |[0m 	at kafka.network.Processor.run(SocketServer.scala:583)
[36mbroker_1                |[0m 	at java.lang.Thread.run(Thread.java:748)
[36mbroker_1                |[0m [2020-11-06 05:39:33,467] DEBUG [SocketServer brokerId=1] Connection with /192.168.144.8 disconnected (org.apache.kafka.common.network.Selector)
[36mbroker_1                |[0m java.io.IOException: Broken pipe
[36mbroker_1                |[0m 	at sun.nio.ch.FileDispatcherImpl.writev0(Native Method)
[36mbroker_1                |[0m 	at sun.nio.ch.SocketDispatcher.writev(SocketDispatcher.java:51)
[36mbroker_1                |[0m 	at sun.nio.ch.IOUtil.write(IOUtil.java:148)
[36mbroker_1                |[0m 	at sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:504)
[36mbroker_1                |[0m 	at java.nio.channels.SocketChannel.write(SocketChannel.java:502)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.PlaintextTransportLayer.write(PlaintextTransportLayer.java:153)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.ByteBufferSend.writeTo(ByteBufferSend.java:60)
[36mbroker_1                |[0m 	at org.apache.kafka.common.record.MultiRecordsSend.writeTo(MultiRecordsSend.java:93)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.KafkaChannel.send(KafkaChannel.java:348)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.KafkaChannel.write(KafkaChannel.java:319)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.Selector.pollSelectionKeys(Selector.java:512)
[36mbroker_1                |[0m 	at org.apache.kafka.common.network.Selector.poll(Selector.java:425)
[36mbroker_1                |[0m 	at kafka.network.Processor.poll(SocketServer.scala:678)
[36mbroker_1                |[0m 	at kafka.network.Processor.run(SocketServer.scala:583)
[36mbroker_1                |[0m 	at java.lang.Thread.run(Thread.java:748)
[36mbroker_1                |[0m [2020-11-06 05:39:33,666] INFO [GroupCoordinator 1]: Preparing to rebalance group rangingtool_ipm_consumer_grp_dev with old generation 36 (__consumer_offsets-2) (kafka.coordinator.group.GroupCoordinator)
[36mbroker_1                |[0m [2020-11-06 05:39:33,666] INFO [GroupCoordinator 1]: Stabilized group rangingtool_ipm_consumer_grp_dev generation 37 (__consumer_offsets-2) (kafka.coordinator.group.GroupCoordinator)
[36mbroker_1                |[0m [2020-11-06 05:39:33,669] INFO [GroupCoordinator 1]: Assignment received from leader for group rangingtool_ipm_consumer_grp_dev for generation 37 (kafka.coordinator.group.GroupCoordinator)
[36mbroker_1                |[0m [2020-11-06 05:39:33,781] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:35,784] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:37,788] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
